702,1
2366,18
4508,8
6817,29
9224,73
12298,117
16243,76
20515,96
23105,171
26457,93
28722,151
32104,94
35529,154
38772,214
41819,109
44947,162
48329,218
49958,277
52590,148
55607,194
58739,246
61522,302
63083,350
66003,186
69051,236
72197,290
75467,344
77636,400
81011,202
84453,260
87297,319
90245,368
93211,419
96378,470
97867,524
101152,249
104516,306
107777,364
111036,420
114010,476
116919,528
119719,578
121365,627
124589,306
128059,362
131548,422
135039,483
138515,544
141961,605
145430,665
147285,725
150319,365
153799,421
157237,482
160653,542
164114,602
167552,662
171058,721
174533,782
175252,843
178312,431
181754,484
185217,543
188632,604
191924,663
195287,720
198749,779
202211,839
205102,899
208308,498
211762,553
215288,613
218828,674
222378,735
225863,796
229405,859
232610,920
236058,976
236130,1037
239262,569
242665,623
246095,683
249442,743
252890,802
256313,863
259672,922
265268,981
268081,1079
271143,638
274518,691
277990,749
281475,809
284911,870
288562,930
295566,993
301193,1114
303601,713
306921,754
310036,812
313022,865
315901,917
318890,967
322660,1019
325981,1085
330405,1142
335064,1218
338115,794
341144,846
344014,898
347374,948
351758,1006
356254,1081
361199,1159
366355,1244
369582,1332
372574,871
375837,922
378131,978
380570,1018
383751,1060
387991,1115
392261,1188
396970,1261
401242,1342
404475,1415
407426,949
410740,999
413974,1056
418372,1112
422599,1188
428259,1260
432491,1357
437412,1430
439826,1515
442872,1029
446331,1081
452649,1140
459397,1249
465561,1366
472201,1473
475137,1589
478234,1108
482826,1162
489682,1242
496522,1362
502256,1481
508260,1587
510565,1691
513454,1193
517337,1243
521934,1311
526403,1391
531303,1469
535673,1554
542284,1631
546256,1745
549162,1271
552795,1321
557731,1385
563365,1471
569518,1568
575036,1676
580881,1772
582129,1873
585289,1349
592102,1404
598820,1522
605589,1639
612383,1757
618295,1874
621263,1431
627679,1482
633646,1594
640142,1698
646661,1811
653199,1925
654365,2038
657504,1511
662358,1565
668023,1650
674055,1749
680367,1853
686189,1963
690559,2065
694259,1592
699914,1656
706676,1754
713229,1872
720088,1987
726477,2106
726967,2217
730921,1674
736260,1743
742767,1836
749154,1950
754288,2061
760545,2160
763038,2269
767901,1764
774850,1848
781810,1969
788846,2091
795771,2212
799402,2333
803307,1844
809176,1911
814952,2014
821479,2114
827795,2226
834280,2336
835944,2448
840800,1927
847548,2011
853950,2128
860349,2239
865849,2350
872329,2445
878099,2007
884677,2107
891365,2221
898034,2338
904701,2454
908687,2570
914220,2089
921017,2185
927146,2303
933765,2410
939777,2527
944814,2633
948958,2168
955212,2241
961659,2351
968016,2464
974396,2576
980866,2688
982113,2802
988372,2267
994000,2377
1000459,2476
1006601,2587
1012952,2694
1017368,2807
1023024,2331
1029635,2428
1036175,2541
1042536,2653
1049342,2762
1054347,2879
1060474,2415
1067132,2519
1073896,2633
1080453,2749
1086827,2862
1091208,2972
1097794,2499
1104673,2611
1111556,2729
1118448,2847
1125284,2965
1127998,3082
1134340,2595
1141204,2703
1147790,2821
1154161,2933
1160312,3042
1164943,3147
1171100,2678
1176939,2784
1182932,2884
1188929,2986
1195319,3089
1201294,3198
1202472,3301
1209108,2774
1215945,2888
1222811,3005
1229679,3123
1236493,3241
1238660,3357
1244648,2847
1251087,2949
1257845,3060
1264470,3175
1271201,3289
1275426,3404
1282058,2930
1288875,3043
1295790,3160
1302548,3278
1309373,3394
1312313,3511
1318934,3015
1325510,3128
1332155,3242
1338986,3356
1345845,3474
1348931,3591
1355380,3097
1361414,3208
1367544,3311
1373737,3416
1380189,3523
1386287,3634
1387716,3739
1393988,3201
1399980,3308
1406190,3412
1412702,3518
1419140,3630
1424409,3740
1430297,3265
1436840,3366
1443545,3478
1450281,3594
1457119,3709
1462488,3827
1469014,3350
1475752,3462
1482423,3578
1489214,3692
1495816,3809
1500460,3922
1506815,3434
1513526,3543
1520019,3658
1526729,3769
1533287,3884
1538940,3996
1545496,3518
1552301,3630
1559013,3747
1565768,3862
1572502,3978
1576972,4093
1583004,3604
1589036,3707
1595018,3810
1601765,3913
1608434,4028
1613757,4142
1619151,3690
1625226,3783
1631074,3887
1637436,3987
1644211,4095
1650189,4212
1651224,4315
1657445,3777
1663179,3884
1669710,3983
1674569,4095
1680414,4200
1686812,4300
1688241,4410
1694918,3887
1701108,4001
1707677,4107
1714051,4220
1720875,4329
1724578,4447
1731205,3964
1737698,4077
1744580,4189
1751340,4307
1758036,4422
1762190,4537
1768681,4048
1775365,4159
1782068,4273
1788822,4387
1795578,4503
1802478,4619
1804055,4737
1810844,4164
1817775,4281
1824620,4399
1831236,4516
1837851,4631
1842713,4745
1849135,4232
1855732,4343
1862454,4457
1869199,4574
1875996,4691
1878693,4809
1885116,4311
1891619,4422
1898147,4535
1904777,4648
1911549,4763
1916315,4880
1922706,4397
1929523,4507
1936254,4625
1942639,4742
1948791,4852
1953742,4959
1960030,4479
1966566,4587
1973085,4701
1979768,4813
1986394,4929
1991141,5044
1997489,4563
2003948,4673
2010590,4785
2017101,4900
2023664,5013
2027593,5126
2032465,4646
2038113,4730
2044696,4828
2051266,4942
2057713,5055
2063663,5167
2064819,5271
2071083,4735
2077562,4843
2084143,4955
2090619,5070
2096773,5182
2100870,5289
2107204,4808
2113733,4917
2119937,5030
2126642,5138
2133394,5254
2138170,5371
2144791,4892
2151378,5006
2157914,5120
2164117,5233
2170284,5341
2175713,5448
2177253,5542
2183453,4993
2190011,5101
2196159,5214
2201972,5321
2208542,5421
2215015,5535
2215894,5647
2222522,5066
2229362,5180
2236146,5299
2242766,5416
2249401,5531
2252138,5646
2258562,5149
2265189,5260
2271857,5374
2278451,5490
2285118,5605
2288714,5720
2294982,5230
2301674,5338
2308231,5454
2314913,5568
2321685,5684
2325271,5802
2331754,5312
2338451,5424
2345113,5540
2351700,5656
2357937,5770
2361839,5878
2368331,5394
2374973,5507
2381692,5622
2388000,5738
2394498,5847
2398310,5960
2404771,5476
2411308,5588
2417867,5701
2424450,5815
2431191,5929
2434762,6046
2440428,5555
2446339,5652
2451904,5755
2458033,5852
2463948,5958
2469349,6061
2471303,6155
2477680,5636
2484233,5747
2490812,5860
2497509,5975
2503988,6091
2509197,6205
2513514,5721
2519420,5829
2525780,5932
2531643,6042
2538047,6144
2544245,6255
2545710,6362
2551709,5837
2557718,5941
2564053,6045
2569986,6155
2576047,6258
2581293,6363
2584907,6454
2590333,5924
2596083,6018
2602264,6117
2608298,6224
2614377,6329
2620747,6435
2622589,6545
2629097,6012
2635673,6124
2642167,6239
2649016,6351
