0,30
0,41
311,71
1820,82
4515,92
7975,102
11921,112
17399,133
23783,153
30657,174
42531,205
59837,246
76681,307
94041,369
111701,430
118136,492
136738,113
157428,170
178522,246
199917,323
223579,399
246606,485
259577,566
269628,242
280116,261
290626,300
301216,339
312359,378
324321,417
336305,456
347829,495
359714,554
376326,593
399535,651
422561,729
441877,807
460348,885
478123,944
496451,1022
514537,1080
533167,1138
543898,1216
564701,475
582559,535
596154,614
609345,653
622642,693
635851,752
653504,792
676759,851
700381,931
723467,1030
746976,1109
770150,1188
794172,1267
817815,1346
831843,1445
842352,730
852764,730
863190,770
873902,810
884441,850
895115,890
906754,951
929256,991
952490,1091
975879,1171
999600,1251
1022799,1331
1046394,1411
1070554,1531
1094150,1611
1117642,1691
1140922,1771
1162156,1851
1181030,1931
1199409,1971
1218012,2052
1236583,2132
1255161,2172
1273768,2252
1292372,2332
1311009,2372
1329708,2452
1348474,2532
1366928,2572
1385598,2652
1395545,2732
1406223,1190
1416788,1190
1427452,1230
1438109,1270
1448569,1310
1458805,1351
1469297,1391
1479866,1431
1492444,1471
1515601,1511
1538241,1592
1561122,1672
1584486,1753
1607631,1833
1631024,1913
1654267,1994
1677720,2074
1701541,2195
1724893,2275
1747994,2355
1770869,2436
1794026,2516
1817401,2596
1840703,2677
1859896,2757
1883073,2878
1905906,2958
1928277,3038
1951419,3119
1960183,3196
1977917,1697
1995902,1748
2013037,1799
2030379,1851
2050169,1902
2072619,2004
2095537,2055
2118052,2158
2140698,2260
2164241,2311
2187304,2413
2210511,2465
2233553,2567
2257179,2669
2279983,2720
2303107,2823
2326167,2874
2349571,2976
2372797,3079
2395952,3130
2419492,3232
2442758,3335
2466096,3386
2488973,3488
2511857,3539
2534429,3642
2557455,3744
2580267,3795
2598814,3897
2616705,3949
2634491,4000
2652770,4051
2671086,4153
2687150,4204
2706818,2299
2726529,2366
2744417,2433
2754720,2499
2765223,2499
2775573,2566
2786069,2566
2799751,2632
2823240,2699
2846472,2766
2869409,2832
2892485,2899
2915131,2965
2938679,3099
2962062,3165
2985022,3232
3008036,3298
3030980,3432
3054154,3498
3077487,3565
3100687,3631
3123758,3764
3146927,3831
3169901,3898
3192702,3964
3215673,4031
3239022,4164
3261732,4231
3284942,4297
3308131,4364
3331622,4497
3354755,4564
3377980,4630
3401309,4697
3423338,4830
3441401,4897
